3.996748e+002,0.000000e+000
4.001569e+002,9.169045e+001
4.006390e+002,9.250891e+001
4.011211e+002,9.309963e+001
4.016032e+002,9.344228e+001
4.020854e+002,9.352228e+001
4.025675e+002,9.333759e+001
4.030496e+002,9.291168e+001
4.035317e+002,9.228864e+001
4.040138e+002,9.152818e+001
4.044959e+002,9.069347e+001
4.049781e+002,8.984367e+001
4.054602e+002,8.904076e+001
4.059423e+002,8.834484e+001
4.064244e+002,8.780538e+001
4.069065e+002,8.745583e+001
4.073886e+002,8.729923e+001
4.078708e+002,8.731024e+001
4.083529e+002,8.744254e+001
4.088350e+002,8.761241e+001
4.093171e+002,8.780347e+001
4.097992e+002,8.806614e+001
4.102813e+002,8.848036e+001
4.107635e+002,8.887251e+001
4.112456e+002,8.932094e+001
4.117277e+002,8.986716e+001
4.122098e+002,9.052428e+001
4.126919e+002,9.125913e+001
4.131740e+002,9.200530e+001
4.136562e+002,9.279274e+001
4.141383e+002,9.367510e+001
4.146204e+002,9.440060e+001
4.151025e+002,9.498593e+001
4.155846e+002,9.542418e+001
4.160667e+002,9.570413e+001
4.165489e+002,9.581519e+001
4.170310e+002,9.575932e+001
4.175131e+002,9.562000e+001
4.179952e+002,9.545446e+001
4.184773e+002,9.540812e+001
4.189594e+002,9.541719e+001
4.194416e+002,9.555697e+001
4.199237e+002,9.579234e+001
4.204058e+002,9.604797e+001
4.208879e+002,9.622839e+001
4.213700e+002,9.630648e+001
4.218521e+002,9.632645e+001
4.223343e+002,9.625959e+001
4.228164e+002,9.599354e+001
4.232985e+002,9.563991e+001
4.237806e+002,9.532622e+001
4.242627e+002,9.493361e+001
4.247448e+002,9.452105e+001
4.252270e+002,9.414545e+001
4.257091e+002,9.382124e+001
4.261912e+002,9.349297e+001
4.266733e+002,9.325636e+001
4.271554e+002,9.312650e+001
4.276375e+002,9.310783e+001
4.281197e+002,9.320122e+001
4.286018e+002,9.341999e+001
4.290839e+002,9.371255e+001
4.295660e+002,9.409816e+001
4.300481e+002,9.451000e+001
4.305302e+002,9.502663e+001
4.310124e+002,9.550816e+001
4.314945e+002,9.598749e+001
4.319766e+002,9.644091e+001
4.324587e+002,9.684631e+001
4.329408e+002,9.719318e+001
4.334229e+002,9.747610e+001
4.339051e+002,9.769585e+001
4.343872e+002,9.786819e+001
4.348693e+002,9.801291e+001
4.353514e+002,9.815137e+001
4.358335e+002,9.828302e+001
4.363156e+002,9.837246e+001
4.367978e+002,9.841708e+001
